time;status;gx;gy;gz;ax;ay;az
2022-12-01T13:35:37.912;77;0.00007595;0.00000000;-0.00005425;0.06027222;0.02746582;9.81521606
2022-12-01T14:10:33.861;77;-0.00002170;0.00002170;0.00004340;0.06210327;0.02044678;9.82070923
2022-12-01T14:10:33.871;77;-0.00005425;-0.00004340;0.00000000;0.05889893;0.02548218;9.84115601
2022-12-01T14:10:33.881;77;0.00011936;0.00000000;0.00011936;0.05325317;0.02273560;9.84710693
2022-12-01T14:10:33.891;77;0.00008681;0.00001085;0.00022786;0.05599976;0.02929688;9.82513428
2022-12-01T14:10:33.901;77;0.00004340;-0.00009766;0.00011936;0.06515503;0.03997803;9.83062744
2022-12-01T14:10:33.911;77;0.00016276;0.00003255;0.00009766;0.07049561;0.02609253;9.82131958
2022-12-01T14:10:33.921;77;0.00017361;0.00021701;0.00006510;0.05447388;0.02990723;9.83581543
2022-12-01T14:10:33.931;77;-0.00002170;0.00006510;0.00007595;0.07339478;0.02929688;9.84817505
2022-12-01T14:10:33.941;77;-0.00008681;-0.00008681;-0.00005425;0.06439209;0.03799438;9.84573364
2022-12-01T14:10:33.951;77;0.00007595;0.00008681;0.00021701;0.05081177;0.03631592;9.83032227
2022-12-01T14:10:33.961;77;0.00003255;0.00001085;0.00005425;0.05508423;0.03723145;9.82696533
2022-12-01T14:10:33.971;77;-0.00007595;0.00014106;0.00022786;0.06134033;0.05050659;9.83963013
2022-12-01T14:10:33.981;77;0.00010851;0.00013021;-0.00010851;0.06988525;0.03295898;9.83383179
2022-12-01T14:10:33.991;77;0.00000000;0.00003255;-0.00001085;0.05203247;0.02639771;9.84069824
2022-12-01T14:10:34.001;77;0.00009766;0.00000000;-0.00003255;0.04745483;0.02868652;9.83825684
2022-12-01T14:10:34.011;77;-0.00002170;-0.00007595;0.00014106;0.05294800;0.04516602;9.84558105
2022-12-01T14:10:34.021;77;-0.00004340;0.00000000;0.00008681;0.07034302;0.03906250;9.83383179
2022-12-01T14:10:34.031;77;0.00014106;-0.00003255;-0.00004340;0.05416870;0.03967285;9.82177734
2022-12-01T14:10:34.041;77;-0.00002170;0.00000000;0.00013021;0.06301880;0.02410889;9.84542847
2022-12-01T14:10:34.051;77;0.00008681;0.00005425;0.00007595;0.05249023;0.03463745;9.82604980
2022-12-01T14:10:34.061;77;0.00001085;0.00008681;0.00000000;0.06408691;0.03219604;9.83322144
2022-12-01T14:10:34.071;77;-0.00007595;0.00003255;-0.00005425;0.05615234;0.03402710;9.84634399
2022-12-01T14:10:34.081;77;-0.00007595;-0.00004340;-0.00002170;0.06301880;0.03692627;9.83566284
2022-12-01T14:10:34.091;77;0.00014106;0.00011936;0.00000000;0.05859375;0.03326416;9.83383179
2022-12-01T14:10:34.101;77;0.00003255;0.00008681;0.00009766;0.05554199;0.02319336;9.83474731
2022-12-01T14:10:34.111;77;0.00018446;-0.00011936;-0.00007595;0.06072998;0.03738403;9.83291626
2022-12-01T14:10:34.121;77;0.00000000;0.00006510;0.00000000;0.05264282;0.03921509;9.82513428
2022-12-01T14:10:34.131;77;0.00003255;0.00002170;0.00006510;0.06042480;0.03417969;9.84191895
2022-12-01T14:10:34.141;77;-0.00001085;-0.00010851;-0.00011936;0.05798340;0.02853394;9.83352661
2022-12-01T14:10:34.151;77;0.00004340;0.00002170;0.00000000;0.05874634;0.03234863;9.83230591
2022-12-01T14:10:34.161;77;0.00003255;-0.00008681;-0.00001085;0.06332397;0.02517700;9.82879639
2022-12-01T14:10:34.171;77;0.00004340;-0.00007595;0.00000000;0.05432129;0.02426147;9.84939575
2022-12-01T14:10:34.181;77;0.00008681;0.00004340;0.00019531;0.06668091;0.02899170;9.84588623
2022-12-01T14:10:34.191;77;0.00006510;-0.00006510;0.00016276;0.06256104;0.02746582;9.83383179
2022-12-01T14:10:34.201;77;-0.00009766;0.00003255;-0.00003255;0.05538940;0.03356934;9.83856201
2022-12-01T14:10:34.211;77;0.00020616;0.00011936;0.00023872;0.05294800;0.02578735;9.83627319
2022-12-01T14:10:34.221;77;0.00000000;0.00001085;0.00015191;0.06072998;0.03402710;9.82666016
2022-12-01T14:10:34.231;77;0.00000000;0.00000000;0.00020616;0.06072998;0.02792358;9.83535767
2022-12-01T14:10:34.241;77;0.00002170;0.00005425;0.00020616;0.06149292;0.03189087;9.84054565
2022-12-01T14:10:34.251;77;0.00005425;-0.00010851;0.00016276;0.05630493;0.02410889;9.82559204
2022-12-01T14:10:34.261;77;0.00009766;-0.00004340;-0.00003255;0.05630493;0.02349854;9.83749390
2022-12-01T14:10:34.271;77;0.00001085;0.00014106;0.00019531;0.05096436;0.02548218;9.84756470
2022-12-01T14:10:34.281;77;0.00021701;0.00000000;0.00004340;0.05676270;0.04455566;9.83245850
2022-12-01T14:10:34.291;77;0.00010851;-0.00001085;0.00015191;0.05493164;0.03646851;9.83322144
2022-12-01T14:10:34.301;77;0.00000000;0.00009766;0.00001085;0.06393433;0.03295898;9.83245850
2022-12-01T14:10:34.311;77;0.00000000;-0.00005425;0.00003255;0.06668091;0.02243042;9.84542847
2022-12-01T14:10:34.321;77;-0.00002170;-0.00003255;0.00009766;0.06164551;0.04486084;9.82955933
2022-12-01T14:10:34.331;77;0.00001085;-0.00001085;-0.00005425;0.04364014;0.04409790;9.81582642
2022-12-01T14:10:34.341;77;-0.00001085;-0.00001085;0.00000000;0.06622314;0.02868652;9.83261108
2022-12-01T14:10:34.351;77;0.00000000;0.00004340;-0.00002170;0.06256104;0.03662109;9.83520508
2022-12-01T14:10:34.361;77;-0.00003255;0.00000000;0.00006510;0.05630493;0.02502441;9.83032227
2022-12-01T14:10:34.371;77;-0.00002170;0.00011936;0.00005425;0.06683350;0.01556396;9.84237671
2022-12-01T14:10:34.381;77;-0.00001085;0.00022786;0.00010851;0.06042480;0.03540039;9.83612061
2022-12-01T14:10:34.391;77;-0.00008681;-0.00002170;0.00021701;0.06317139;0.01434326;9.82192993
2022-12-01T14:10:34.401;77;0.00013021;0.00016276;0.00004340;0.05950928;0.03784180;9.81719971
2022-12-01T14:10:34.411;77;0.00006510;-0.00007595;0.00019531;0.06591797;0.03524780;9.83978271
2022-12-01T14:10:34.421;77;0.00007595;0.00000000;0.00011936;0.06500244;0.01480103;9.82788086
2022-12-01T14:10:34.431;77;0.00010851;0.00022786;0.00013021;0.06637573;0.03067017;9.84802246
2022-12-01T14:10:34.441;77;-0.00008681;-0.00017361;0.00004340;0.06027222;0.03326416;9.83947754
2022-12-01T14:10:34.451;77;0.00006510;0.00019531;0.00013021;0.06011963;0.02929688;9.82574463
2022-12-01T14:10:34.461;77;0.00001085;0.00013021;0.00016276;0.06561279;0.03326416;9.83581543
2022-12-01T14:10:34.471;77;0.00008681;0.00016276;0.00015191;0.06744385;0.03906250;9.82772827
2022-12-01T14:10:34.481;77;0.00001085;0.00002170;0.00006510;0.07598877;0.03845215;9.82147217
2022-12-01T14:10:34.491;77;0.00005425;0.00004340;-0.00005425;0.05187988;0.02746582;9.85885620
